"city","date","newCases","casesTminus1","casesTminus2","drivingMinus7","transitMinus7","walkingMinus7","drivingMinus8","transitMinus8","walkingMinus8","drivingMinus9","transitMinus9","walkingMinus9","drivingMinus10","transitMinus10","walkingMinus10","drivingMinus11","transitMinus11","walkingMinus11","drivingMinus12","transitMinus12","walkingMinus12","drivingMinus13","transitMinus13","walkingMinus13","drivingMinus14","transitMinus14","walkingMinus14","driving","walking","transit","anomalousWeekend","longWeekend","weekend","sumDrivingMinus7_14","sumTransitMinus7_14","sumWalkingMinus7_14","Population","LandAreakm","Poverty.rate","Median.age","Median.household.income","usa"
"Sacramento",2020-05-10,10,4,8,64.22,31.72,68.17,77.45,36.67,79.39,86.34,41.2,86.75,75.4,37.05,76.53,71.69,34.97,72.77,72,36.54,73.76,69.58,36.5,73.16,57.49,30.35,62.11,66.99,68.28,29.85,0,0,1,82.0242857142857,40.7142857142857,84.6628571428571,466488,"253.6",0.198,34.3,65046,"usa"
"Sacramento",2020-05-11,15,10,4,77.07,37.73,77.75,64.22,31.72,68.17,77.45,36.67,79.39,86.34,41.2,86.75,75.4,37.05,76.53,71.69,34.97,72.77,72,36.54,73.76,69.58,36.5,73.16,72.38,75.67,32.8533333333333,0,0,0,84.8214285714286,41.7685714285714,86.8971428571429,466488,"253.6",0.198,34.3,65046,"usa"
"Sacramento",2020-05-12,4,15,10,79.49,38.21,81.24,77.07,37.73,77.75,64.22,31.72,68.17,77.45,36.67,79.39,86.34,41.2,86.75,75.4,37.05,76.53,71.69,34.97,72.77,72,36.54,73.76,77.77,83.06,35.8566666666667,0,0,0,86.2371428571429,42.0128571428571,88.0514285714286,466488,"253.6",0.198,34.3,65046,"usa"
"Sacramento",2020-05-13,18,4,15,78.53,40.49,80.5,79.49,38.21,81.24,77.07,37.73,77.75,64.22,31.72,68.17,77.45,36.67,79.39,86.34,41.2,86.75,75.4,37.05,76.53,71.69,34.97,72.77,83.16,90.45,38.86,0,0,0,87.17,42.5771428571429,89.0142857142857,466488,"253.6",0.198,34.3,65046,"usa"
"Sacramento",2020-05-14,21,18,4,80.27,37.58,83.2,78.53,40.49,80.5,79.49,38.21,81.24,77.07,37.73,77.75,64.22,31.72,68.17,77.45,36.67,79.39,86.34,41.2,86.75,75.4,37.05,76.53,86.68,96.81,35,0,0,0,88.3957142857143,42.95,90.5042857142857,466488,"253.6",0.198,34.3,65046,"usa"
"Sacramento",2020-05-15,12,21,18,91.12,40.4,89.42,80.27,37.58,83.2,78.53,40.49,80.5,79.49,38.21,81.24,77.07,37.73,77.75,64.22,31.72,68.17,77.45,36.67,79.39,86.34,41.2,86.75,102.24,115.32,39.85,0,0,0,90.6414285714286,43.4285714285714,92.3457142857143,466488,"253.6",0.198,34.3,65046,"usa"
"Sacramento",2020-05-16,18,12,21,85.96,38.88,89.57,91.12,40.4,89.42,80.27,37.58,83.2,78.53,40.49,80.5,79.49,38.21,81.24,77.07,37.73,77.75,64.22,31.72,68.17,77.45,36.67,79.39,94.8,108.45,39.06,0,0,1,90.5871428571429,43.0971428571429,92.7485714285714,466488,"253.6",0.198,34.3,65046,"usa"
"Sacramento",2020-05-17,10,18,12,66.99,29.85,68.28,85.96,38.88,89.57,91.12,40.4,89.42,80.27,37.58,83.2,78.53,40.49,80.5,79.49,38.21,81.24,77.07,37.73,77.75,64.22,31.72,68.17,69.92,79.22,30.29,0,0,1,89.0928571428571,42.1228571428571,91.1614285714286,466488,"253.6",0.198,34.3,65046,"usa"
"Sacramento",2020-05-18,8,10,18,72.38,32.8533333333333,75.67,66.99,29.85,68.28,85.96,38.88,89.57,91.12,40.4,89.42,80.27,37.58,83.2,78.53,40.49,80.5,79.49,38.21,81.24,77.07,37.73,77.75,85.15,95.92,40.23,0,0,0,90.2585714285714,42.2847619047619,92.2328571428571,466488,"253.6",0.198,34.3,65046,"usa"
"Sacramento",2020-05-19,5,8,10,77.77,35.8566666666667,83.06,72.38,32.8533333333333,75.67,66.99,29.85,68.28,85.96,38.88,89.57,91.12,40.4,89.42,80.27,37.58,83.2,78.53,40.49,80.5,79.49,38.21,81.24,93.02,107.41,37.65,0,0,0,90.3585714285714,42.0171428571429,92.9914285714286,466488,"253.6",0.198,34.3,65046,"usa"
"Sacramento",2020-05-20,11,5,8,83.16,38.86,90.45,77.77,35.8566666666667,83.06,72.38,32.8533333333333,75.67,66.99,29.85,68.28,85.96,38.88,89.57,91.12,40.4,89.42,80.27,37.58,83.2,78.53,40.49,80.5,96.93,114.78,39.73,0,0,0,90.8828571428571,42.11,94.3071428571428,466488,"253.6",0.198,34.3,65046,"usa"
"Seattle",2020-02-29,13,0,0,146.45,86.98,179.37,157.15,106.4,171.66,145.04,100.63,144.37,140.62,100.33,135.58,138.51,99.91,133.76,134.13,93.15,138.51,116.91,77.76,152.06,145.92,87.23,189.01,154.1,183,101.58,0,0,1,160.675714285714,107.484285714286,177.76,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-01,5,13,0,108.6,70.28,116,146.45,86.98,179.37,157.15,106.4,171.66,145.04,100.63,144.37,140.62,100.33,135.58,138.51,99.91,133.76,134.13,93.15,138.51,116.91,77.76,152.06,113.82,127.69,72.42,0,0,1,155.344285714286,105.062857142857,167.33,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-02,9,5,13,126.8,87.48,114.48,108.6,70.28,116,146.45,86.98,179.37,157.15,106.4,171.66,145.04,100.63,144.37,140.62,100.33,135.58,138.51,99.91,133.76,134.13,93.15,138.51,124.53,101.48,80.1,0,0,0,156.757142857143,106.451428571429,161.961428571429,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-03,14,9,5,136.55,91.37,126.12,126.8,87.48,114.48,108.6,70.28,116,146.45,86.98,179.37,157.15,106.4,171.66,145.04,100.63,144.37,140.62,100.33,135.58,138.51,99.91,133.76,126.05,105.59,79.48,0,0,0,157.102857142857,106.197142857143,160.191428571429,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-04,28,14,9,142.72,92.77,132,136.55,91.37,126.12,126.8,87.48,114.48,108.6,70.28,116,146.45,86.98,179.37,157.15,106.4,171.66,145.04,100.63,144.37,140.62,100.33,135.58,128.11,112.78,79.71,0,0,0,157.704285714286,105.177142857143,159.94,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-05,9,28,14,154.23,98.57,147.3,142.72,92.77,132,136.55,91.37,126.12,126.8,87.48,114.48,108.6,70.28,116,146.45,86.98,179.37,157.15,106.4,171.66,145.04,100.63,144.37,124.27,109.89,75.94,0,0,0,159.648571428571,104.925714285714,161.614285714286,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-06,23,9,28,166.7,104.73,164.04,154.23,98.57,147.3,142.72,92.77,132,136.55,91.37,126.12,126.8,87.48,114.48,108.6,70.28,116,146.45,86.98,179.37,157.15,106.4,171.66,133.98,124.29,75.1,0,0,0,162.742857142857,105.511428571429,164.424285714286,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-07,30,23,9,154.1,101.58,183,166.7,104.73,164.04,154.23,98.57,147.3,142.72,92.77,132,136.55,91.37,126.12,126.8,87.48,114.48,108.6,70.28,116,146.45,86.98,179.37,124.09,133.27,71.83,0,0,1,162.307142857143,104.822857142857,166.044285714286,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-08,38,30,23,113.82,72.42,127.69,154.1,101.58,183,166.7,104.73,164.04,154.23,98.57,147.3,142.72,92.77,132,136.55,91.37,126.12,126.8,87.48,114.48,108.6,70.28,116,94.17,96.77,56.04,0,0,1,157.645714285714,102.742857142857,158.661428571429,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-09,97,38,30,124.53,80.1,101.48,113.82,72.42,127.69,154.1,101.58,183,166.7,104.73,164.04,154.23,98.57,147.3,142.72,92.77,132,136.55,91.37,126.12,126.8,87.48,114.48,111.49,96.96,65.82,0,0,0,159.921428571429,104.145714285714,156.587142857143,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-10,55,97,38,126.05,79.48,105.59,124.53,80.1,101.48,113.82,72.42,127.69,154.1,101.58,183,166.7,104.73,164.04,154.23,98.57,147.3,142.72,92.77,132,136.55,91.37,126.12,111.23,88.98,63.26,0,0,0,159.814285714286,103.002857142857,155.317142857143,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-11,74,55,97,128.11,79.71,112.78,126.05,79.48,105.59,124.53,80.1,101.48,113.82,72.42,127.69,154.1,101.58,183,166.7,104.73,164.04,154.23,98.57,147.3,142.72,92.77,132,107.96,85.09,59.54,0,0,0,158.608571428571,101.337142857143,153.411428571429,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-12,85,74,55,124.27,75.94,109.89,128.11,79.71,112.78,126.05,79.48,105.59,124.53,80.1,101.48,113.82,72.42,127.69,154.1,101.58,183,166.7,104.73,164.04,154.23,98.57,147.3,103.41,83.14,53.57,1,0,0,155.972857142857,98.9328571428571,150.252857142857,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-13,89,85,74,133.98,75.1,124.29,124.27,75.94,109.89,128.11,79.71,112.78,126.05,79.48,105.59,124.53,80.1,101.48,113.82,72.42,127.69,154.1,101.58,183,166.7,104.73,164.04,105.68,78.95,50.86,1,0,0,153.08,95.58,146.965714285714,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-14,56,89,85,124.09,71.83,133.27,133.98,75.1,124.29,124.27,75.94,109.89,128.11,79.71,112.78,126.05,79.48,105.59,124.53,80.1,101.48,113.82,72.42,127.69,154.1,101.58,183,92.01,79.5,41.79,1,0,1,146.992857142857,90.88,142.57,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-15,107,56,89,94.17,56.04,96.77,124.09,71.83,133.27,133.98,75.1,124.29,124.27,75.94,109.89,128.11,79.71,112.78,126.05,79.48,105.59,124.53,80.1,101.48,113.82,72.42,127.69,73.69,63.24,35.71,1,0,1,138.431428571429,84.3742857142857,130.251428571429,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-16,95,107,56,111.49,65.82,96.96,94.17,56.04,96.77,124.09,71.83,133.27,133.98,75.1,124.29,124.27,75.94,109.89,128.11,79.71,112.78,126.05,79.48,105.59,124.53,80.1,101.48,83.85,62.35,37.39,0,0,0,138.098571428571,83.4314285714286,125.861428571429,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-17,101,95,107,111.23,63.26,88.98,111.49,65.82,96.96,94.17,56.04,96.77,124.09,71.83,133.27,133.98,75.1,124.29,124.27,75.94,109.89,128.11,79.71,112.78,126.05,79.48,105.59,77.18,57.84,31.54,0,0,0,136.198571428571,81.0257142857143,124.075714285714,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-18,187,101,95,107.96,59.54,85.09,111.23,63.26,88.98,111.49,65.82,96.96,94.17,56.04,96.77,124.09,71.83,133.27,133.98,75.1,124.29,124.27,75.94,109.89,128.11,79.71,112.78,76.27,61.13,30.28,0,0,0,133.614285714286,78.1771428571429,121.147142857143,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-19,146,187,101,103.41,53.57,83.14,107.96,59.54,85.09,111.23,63.26,88.98,111.49,65.82,96.96,94.17,56.04,96.77,124.09,71.83,133.27,133.98,75.1,124.29,124.27,75.94,109.89,76.65,59.96,28.25,0,0,0,130.085714285714,74.4428571428572,116.912857142857,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-20,215,146,187,105.68,50.86,78.95,103.41,53.57,83.14,107.96,59.54,85.09,111.23,63.26,88.98,111.49,65.82,96.96,94.17,56.04,96.77,124.09,71.83,133.27,133.98,75.1,124.29,82.7,62.79,28.76,0,0,0,127.43,70.86,112.492857142857,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-21,147,215,146,92.01,41.79,79.5,105.68,50.86,78.95,103.41,53.57,83.14,107.96,59.54,85.09,111.23,63.26,88.98,111.49,65.82,96.96,94.17,56.04,96.77,124.09,71.83,133.27,67.93,57.37,24.23,0,0,1,121.434285714286,66.1014285714286,106.094285714286,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-22,187,147,215,73.69,35.71,63.24,92.01,41.79,79.5,105.68,50.86,78.95,103.41,53.57,83.14,107.96,59.54,85.09,111.23,63.26,88.98,111.49,65.82,96.96,94.17,56.04,96.77,51.79,43.04,20.55,0,0,1,114.234285714286,60.9414285714286,96.09,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-23,219,187,147,83.85,37.39,62.35,73.69,35.71,63.24,92.01,41.79,79.5,105.68,50.86,78.95,103.41,53.57,83.14,107.96,59.54,85.09,111.23,63.26,88.98,111.49,65.82,96.96,61.44,45.48,23.25,0,0,0,112.76,58.2771428571429,91.1728571428572,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-24,119,219,187,77.18,31.54,57.84,83.85,37.39,62.35,73.69,35.71,63.24,92.01,41.79,79.5,105.68,50.86,78.95,103.41,53.57,83.14,107.96,59.54,85.09,111.23,63.26,88.98,59.44,41.79,21.11,0,0,0,107.858571428571,53.38,85.5842857142857,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-25,395,119,219,76.27,30.28,61.13,77.18,31.54,57.84,83.85,37.39,62.35,73.69,35.71,63.24,92.01,41.79,79.5,105.68,50.86,78.95,103.41,53.57,83.14,107.96,59.54,85.09,56.51,41.88,19.25,0,0,0,102.864285714286,48.6685714285714,81.6057142857143,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-26,431,395,119,76.65,28.25,59.96,76.27,30.28,61.13,77.18,31.54,57.84,83.85,37.39,62.35,73.69,35.71,63.24,92.01,41.79,79.5,105.68,50.86,78.95,103.41,53.57,83.14,50.48,37.05,17.98,0,0,0,98.3914285714286,44.1985714285714,78.0157142857143,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-27,299,431,395,82.7,28.76,62.79,76.65,28.25,59.96,76.27,30.28,61.13,77.18,31.54,57.84,83.85,37.39,62.35,73.69,35.71,63.24,92.01,41.79,79.5,105.68,50.86,78.95,54.29,40.6,17.77,0,0,0,95.4328571428571,40.6542857142857,75.1085714285714,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-28,274,299,431,67.93,24.23,57.37,82.7,28.76,62.79,76.65,28.25,59.96,76.27,30.28,61.13,77.18,31.54,57.84,83.85,37.39,62.35,73.69,35.71,63.24,92.01,41.79,79.5,47.93,39.17,15.88,0,0,1,90.04,36.85,72.0257142857143,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-29,263,274,299,51.79,20.55,43.04,67.93,24.23,57.37,82.7,28.76,62.79,76.65,28.25,59.96,76.27,30.28,61.13,77.18,31.54,57.84,83.85,37.39,62.35,73.69,35.71,63.24,43.16,42.22,15.89,0,0,1,84.2942857142857,33.8157142857143,66.8171428571429,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-30,102,263,274,61.44,23.25,45.48,51.79,20.55,43.04,67.93,24.23,57.37,82.7,28.76,62.79,76.65,28.25,59.96,76.27,30.28,61.13,77.18,31.54,57.84,83.85,37.39,62.35,49.1,35.77,17.38,0,0,0,82.5442857142857,32.0357142857143,64.28,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-03-31,313,102,263,59.44,21.11,41.79,61.44,23.25,45.48,51.79,20.55,43.04,67.93,24.23,57.37,82.7,28.76,62.79,76.65,28.25,59.96,76.27,30.28,61.13,77.18,31.54,57.84,52.05,39.71,17.2,0,0,0,79.0571428571428,29.71,61.3428571428571,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-01,306,313,102,56.51,19.25,41.88,59.44,21.11,41.79,61.44,23.25,45.48,51.79,20.55,43.04,67.93,24.23,57.37,82.7,28.76,62.79,76.65,28.25,59.96,76.27,30.28,61.13,53.83,43.58,17.98,0,0,0,76.1042857142857,27.9542857142857,59.0628571428571,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-02,284,306,313,50.48,17.98,37.05,56.51,19.25,41.88,59.44,21.11,41.79,61.44,23.25,45.48,51.79,20.55,43.04,67.93,24.23,57.37,82.7,28.76,62.79,76.65,28.25,59.96,52.99,40.28,17.33,0,0,0,72.42,26.1971428571429,55.6228571428571,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-03,213,284,306,54.29,17.77,40.6,50.48,17.98,37.05,56.51,19.25,41.88,59.44,21.11,41.79,61.44,23.25,45.48,51.79,20.55,43.04,67.93,24.23,57.37,82.7,28.76,62.79,58.93,42.21,17.59,0,0,0,69.2257142857143,24.7,52.8571428571429,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-04,393,213,284,47.93,15.88,39.17,54.29,17.77,40.6,50.48,17.98,37.05,56.51,19.25,41.88,59.44,21.11,41.79,61.44,23.25,45.48,51.79,20.55,43.04,67.93,24.23,57.37,54.44,47.28,15.43,0,0,1,64.2585714285714,22.86,49.4828571428571,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-05,237,393,213,43.16,15.89,42.22,47.93,15.88,39.17,54.29,17.77,40.6,50.48,17.98,37.05,56.51,19.25,41.88,59.44,21.11,41.79,61.44,23.25,45.48,51.79,20.55,43.04,44.38,40.69,14.52,0,0,1,60.72,21.6685714285714,47.3185714285714,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-06,254,237,393,49.1,17.38,35.77,43.16,15.89,42.22,47.93,15.88,39.17,54.29,17.77,40.6,50.48,17.98,37.05,56.51,19.25,41.88,59.44,21.11,41.79,61.44,23.25,45.48,54.43,48.13,18.36,0,0,0,60.3357142857143,21.2157142857143,46.28,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-07,273,254,237,52.05,17.2,39.71,49.1,17.38,35.77,43.16,15.89,42.22,47.93,15.88,39.17,54.29,17.77,40.6,50.48,17.98,37.05,56.51,19.25,41.88,59.44,21.11,41.79,56.21,45.97,18.04,0,0,0,58.9942857142857,20.3514285714286,45.4557142857143,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-08,248,273,254,53.83,17.98,43.58,52.05,17.2,39.71,49.1,17.38,35.77,43.16,15.89,42.22,47.93,15.88,39.17,54.29,17.77,40.6,50.48,17.98,37.05,56.51,19.25,41.88,58.36,49.98,17.65,0,0,0,58.1928571428571,19.9042857142857,45.7114285714286,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-09,368,248,273,52.99,17.33,40.28,53.83,17.98,43.58,52.05,17.2,39.71,49.1,17.38,35.77,43.16,15.89,42.22,47.93,15.88,39.17,54.29,17.77,40.6,50.48,17.98,37.05,60.26,52.36,17.9,0,0,0,57.69,19.63,45.4828571428571,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-10,225,368,248,58.93,17.59,42.21,52.99,17.33,40.28,53.83,17.98,43.58,52.05,17.2,39.71,49.1,17.38,35.77,43.16,15.89,42.22,47.93,15.88,39.17,54.29,17.77,40.6,67.15,55.99,17.79,0,1,0,58.8971428571429,19.5742857142857,46.22,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-11,205,225,368,54.44,15.43,47.28,58.93,17.59,42.21,52.99,17.33,40.28,53.83,17.98,43.58,52.05,17.2,39.71,49.1,17.38,35.77,43.16,15.89,42.22,47.93,15.88,39.17,59.7,50.52,16.11,0,1,1,58.9185714285714,19.24,47.1742857142857,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-12,202,205,225,44.38,14.52,40.69,54.44,15.43,47.28,58.93,17.59,42.21,52.99,17.33,40.28,53.83,17.98,43.58,52.05,17.2,39.71,49.1,17.38,35.77,43.16,15.89,42.22,44.89,43.19,14.29,0,1,1,58.4114285714286,19.0457142857143,47.3914285714286,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-13,144,202,205,54.43,18.36,48.13,44.38,14.52,40.69,54.44,15.43,47.28,58.93,17.59,42.21,52.99,17.33,40.28,53.83,17.98,43.58,52.05,17.2,39.71,49.1,17.38,35.77,57.45,48.16,17.78,0,1,0,60.0214285714286,19.3985714285714,48.2357142857143,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-14,137,144,202,56.21,18.04,45.97,54.43,18.36,48.13,44.38,14.52,40.69,54.44,15.43,47.28,58.93,17.59,42.21,52.99,17.33,40.28,53.83,17.98,43.58,52.05,17.2,39.71,59.67,49.02,17.71,0,0,0,61.0371428571429,19.4928571428571,49.6928571428571,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-15,192,137,144,58.36,17.65,49.98,56.21,18.04,45.97,54.43,18.36,48.13,44.38,14.52,40.69,54.44,15.43,47.28,58.93,17.59,42.21,52.99,17.33,40.28,53.83,17.98,43.58,63.98,50.01,17.37,0,0,0,61.9385714285714,19.5571428571429,51.16,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-16,145,192,137,60.26,17.9,52.36,58.36,17.65,49.98,56.21,18.04,45.97,54.43,18.36,48.13,44.38,14.52,40.69,54.44,15.43,47.28,58.93,17.59,42.21,52.99,17.33,40.28,65.95,53.43,18.58,0,0,0,62.8571428571429,19.5457142857143,52.4142857142857,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-17,255,145,192,67.15,17.79,55.99,60.26,17.9,52.36,58.36,17.65,49.98,56.21,18.04,45.97,54.43,18.36,48.13,44.38,14.52,40.69,54.44,15.43,47.28,58.93,17.59,42.21,72.16,54.6,17.9,0,0,0,64.88,19.6114285714286,54.6585714285714,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-18,180,255,145,59.7,16.11,50.52,67.15,17.79,55.99,60.26,17.9,52.36,58.36,17.65,49.98,56.21,18.04,45.97,54.43,18.36,48.13,44.38,14.52,40.69,54.44,15.43,47.28,63.04,49.45,16.59,0,0,1,64.99,19.4,55.8457142857143,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-19,165,180,255,44.89,14.29,43.19,59.7,16.11,50.52,67.15,17.79,55.99,60.26,17.9,52.36,58.36,17.65,49.98,56.21,18.04,45.97,54.43,18.36,48.13,44.38,14.52,40.69,56.46,50.53,15.73,0,0,1,63.6257142857143,19.2371428571429,55.2614285714286,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-20,117,165,180,57.45,17.78,48.16,44.89,14.29,43.19,59.7,16.11,50.52,67.15,17.79,55.99,60.26,17.9,52.36,58.36,17.65,49.98,56.21,18.04,45.97,54.43,18.36,48.13,65.27,55.53,18.92,0,0,0,65.4928571428571,19.7028571428571,56.3285714285714,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-21,139,117,165,59.67,17.71,49.02,57.45,17.78,48.16,44.89,14.29,43.19,59.7,16.11,50.52,67.15,17.79,55.99,60.26,17.9,52.36,58.36,17.65,49.98,56.21,18.04,45.97,61.34,44.81,17.55,0,0,0,66.2414285714286,19.61,56.4557142857143,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-22,171,139,117,63.98,17.37,50.01,59.67,17.71,49.02,57.45,17.78,48.16,44.89,14.29,43.19,59.7,16.11,50.52,67.15,17.79,55.99,60.26,17.9,52.36,58.36,17.65,49.98,61.09,39.87,16.27,0,0,0,67.3514285714286,19.5142857142857,57.0328571428571,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-23,173,171,139,65.95,18.58,53.43,63.98,17.37,50.01,59.67,17.71,49.02,57.45,17.78,48.16,44.89,14.29,43.19,59.7,16.11,50.52,67.15,17.79,55.99,60.26,17.9,52.36,65.62,47.08,17.39,0,0,0,68.4357142857143,19.6471428571429,57.5257142857143,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-24,172,173,171,72.16,17.9,54.6,65.95,18.58,53.43,63.98,17.37,50.01,59.67,17.71,49.02,57.45,17.78,48.16,44.89,14.29,43.19,59.7,16.11,50.52,67.15,17.79,55.99,74.79,53.89,18.34,0,0,0,70.1357142857143,19.6471428571429,57.8457142857143,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-25,129,172,173,63.04,16.59,49.45,72.16,17.9,54.6,65.95,18.58,53.43,63.98,17.37,50.01,59.67,17.71,49.02,57.45,17.78,48.16,44.89,14.29,43.19,59.7,16.11,50.52,69.68,56.06,15.96,0,0,1,69.5485714285714,19.4757142857143,56.9114285714286,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-26,150,129,172,56.46,15.73,50.53,63.04,16.59,49.45,72.16,17.9,54.6,65.95,18.58,53.43,63.98,17.37,50.01,59.67,17.71,49.02,57.45,17.78,48.16,44.89,14.29,43.19,57.89,48.87,16.48,0,0,1,69.0857142857143,19.4214285714286,56.9128571428571,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-27,112,150,129,65.27,18.92,55.53,56.46,15.73,50.53,63.04,16.59,49.45,72.16,17.9,54.6,65.95,18.58,53.43,63.98,17.37,50.01,59.67,17.71,49.02,57.45,17.78,48.16,65.61,51.01,18.32,0,0,0,71.9971428571429,20.0828571428571,58.6757142857143,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-28,193,112,150,61.34,17.55,44.81,65.27,18.92,55.53,56.46,15.73,50.53,63.04,16.59,49.45,72.16,17.9,54.6,65.95,18.58,53.43,63.98,17.37,50.01,59.67,17.71,49.02,67.11,49.9,18.23,0,0,0,72.5528571428571,20.05,58.1971428571429,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-29,185,193,112,61.09,16.27,39.87,61.34,17.55,44.81,65.27,18.92,55.53,56.46,15.73,50.53,63.04,16.59,49.45,72.16,17.9,54.6,65.95,18.58,53.43,63.98,17.37,50.01,69.1,52.06,18.66,0,0,0,72.7557142857143,19.8442857142857,56.89,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-04-30,146,185,193,65.62,17.39,47.08,61.09,16.27,39.87,61.34,17.55,44.81,65.27,18.92,55.53,56.46,15.73,50.53,63.04,16.59,49.45,72.16,17.9,54.6,65.95,18.58,53.43,72.43,53.93,18.65,0,0,0,72.99,19.8471428571429,56.4714285714286,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-05-01,151,146,185,74.79,18.34,53.89,65.62,17.39,47.08,61.09,16.27,39.87,61.34,17.55,44.81,65.27,18.92,55.53,56.46,15.73,50.53,63.04,16.59,49.45,72.16,17.9,54.6,84.28,64.24,19.91,0,0,0,74.2528571428571,19.8128571428571,56.5371428571429,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-05-02,374,151,146,69.68,15.96,56.06,74.79,18.34,53.89,65.62,17.39,47.08,61.09,16.27,39.87,61.34,17.55,44.81,65.27,18.92,55.53,56.46,15.73,50.53,63.04,16.59,49.45,71.53,48.46,17.27,0,0,1,73.8985714285714,19.5357142857143,56.7457142857143,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-05-03,36,374,151,57.89,16.48,48.87,69.68,15.96,56.06,74.79,18.34,53.89,65.62,17.39,47.08,61.09,16.27,39.87,61.34,17.55,44.81,65.27,18.92,55.53,56.46,15.73,50.53,63.05,51.95,16.14,0,0,1,73.1628571428571,19.52,56.6628571428571,608660,"217",0.125,35.2,93481,"usa"
"Seattle",2020-05-04,121,36,374,65.61,18.32,51.01,57.89,16.48,48.87,69.68,15.96,56.06,74.79,18.34,53.89,65.62,17.39,47.08,61.09,16.27,39.87,61.34,17.55,44.81,65.27,18.92,55.53,72.73,53.93,20.77,0,0,0,74.47,19.89,56.7314285714286,608660,"217",0.125,35.2,93481,"usa"
