"city","date","weekNum","case.rate","casesTminus1.rate","casesTminus2.rate","testingNearMe","testingNearMeTminus1"
"Miami",2020-10-18,34,121.47,113.35,63.8,34,29
"Miami",2020-10-25,35,152.56,121.47,113.35,38,34
"Miami",2020-11-01,36,213.66,152.56,121.47,31,38
"Miami",2020-11-08,37,225.29,213.66,152.56,52,31
"Miami",2020-11-15,38,371,225.29,213.66,65,52
"Miami",2020-11-22,39,344.99,371,225.29,80,65
"Miami",2020-11-29,40,419.06,344.99,371,57,80
"Miami",2020-12-06,41,402.85,419.06,344.99,59,57
"Miami",2020-12-13,42,443.63,402.85,419.06,68,59
"Miami",2020-12-20,43,387.78,443.63,402.85,70,68
"Miami",2020-12-27,44,493.3,387.78,443.63,70,70
"Miami",2021-01-03,45,567.87,493.3,387.78,79,70
"Miami",2021-01-10,46,511.26,567.87,493.3,59,79
"Miami",2021-01-17,47,447.4,511.26,567.87,51,59
"Miami",2021-01-24,48,411.31,447.4,511.26,50,51
"Miami",2021-01-31,49,347.19,411.31,447.4,43,50
"Miami",2021-02-07,50,324.1,347.19,411.31,36,43
"Miami",2021-02-14,51,265.45,324.1,347.19,40,36
"Miami",2021-02-21,52,262.6,265.45,324.1,34,40
"Miami",2021-02-28,53,268.79,262.6,265.45,40,34
"Miami",2021-03-07,54,234.71,268.79,262.6,47,40
"Miami",2021-03-14,55,223.73,234.71,268.79,NA,47
"Miami",2021-03-21,56,237.19,223.73,234.71,NA,NA
"Miami",2021-03-28,57,263.61,237.19,223.73,NA,NA
"Miami",2021-04-04,58,286.84,263.61,237.19,NA,NA
"Miami",2021-04-11,59,281.06,286.84,263.61,NA,NA
"Miami",2021-04-18,60,266.26,281.06,286.84,NA,NA
"Miami",2021-04-25,61,208.82,266.26,281.06,NA,NA
"Miami",2021-05-02,62,161.13,208.82,266.26,NA,NA
"Miami",2021-05-09,63,130.81,161.13,208.82,NA,NA
"Miami",2021-05-16,64,103.58,130.81,161.13,NA,NA
"Miami",2021-05-23,65,65.38,103.58,130.81,NA,NA
"Miami",2021-05-30,66,46.65,65.38,103.58,NA,NA
"Miami",2021-06-06,67,63.66,46.65,65.38,NA,NA
"Miami",2021-06-13,68,52.26,63.66,46.65,NA,NA
"Miami",2021-06-20,69,62.37,52.26,63.66,NA,NA
"Miami",2021-06-27,70,85.35,62.37,52.26,NA,NA
"Miami",2021-07-04,71,127.31,85.35,62.37,NA,NA
"Miami",2021-07-11,72,214.32,127.31,85.35,NA,NA
"Miami",2021-07-18,73,340.74,214.32,127.31,NA,NA
"Miami",2021-07-25,74,493.97,340.74,214.32,NA,NA
"Miami",2021-08-01,75,646.66,493.97,340.74,NA,NA
"Miami",2021-08-08,76,733.77,646.66,493.97,NA,NA
"Miami",2021-08-15,77,691.39,733.77,646.66,NA,NA
"Miami",2021-08-22,78,594.95,691.39,733.77,NA,NA
"Miami",2021-08-29,79,448.63,594.95,691.39,NA,NA
"Miami",2021-09-05,80,358.79,448.63,594.95,NA,NA
"Miami",2021-09-12,81,280.97,358.79,448.63,NA,NA
"Miami",2021-09-19,82,231.74,280.97,358.79,NA,NA
"Miami",2021-09-26,83,171.23,231.74,280.97,NA,NA
"Miami",2021-10-03,84,124.89,171.23,231.74,NA,NA
"Miami",2021-10-10,85,96.16,124.89,171.23,NA,NA
"Miami",2021-10-17,86,73.53,96.16,124.89,NA,NA
"Miami",2021-10-24,87,63.81,73.53,96.16,NA,NA
"Miami",2021-10-31,88,59.03,63.81,73.53,NA,NA
"Miami",2021-11-07,89,58.31,59.03,63.81,NA,NA
"Miami",2021-11-14,90,54.44,58.31,59.03,NA,NA
"Miami",2021-11-21,91,0.06,54.44,58.31,NA,NA
"Miami",2021-11-28,92,108.27,0.06,54.44,NA,NA
"Miami",2021-12-05,93,80.68,108.27,0.06,NA,NA
"Miami",2021-12-12,94,300.56,80.68,108.27,NA,NA
"Miami",2021-12-19,95,1415.84,300.56,80.68,NA,NA
"Miami",2021-12-26,96,2797.71,1415.84,300.56,NA,NA
"Miami",2022-01-02,97,3062.02,2797.71,1415.84,NA,NA
"Miami",2022-01-09,98,2714.4,3062.02,2797.71,NA,NA
"New York",2020-03-01,1,0.41,NA,NA,NA,NA
"New York",2020-03-08,2,1.57,0.41,NA,NA,NA
"New York",2020-03-15,3,22.34,1.57,0.41,8,NA
"New York",2020-03-22,4,119.86,22.34,1.57,8,8
"New York",2020-03-29,5,230.77,119.86,22.34,10,8
"New York",2020-04-05,6,257.54,230.77,119.86,9,10
"New York",2020-04-12,7,207.69,257.54,230.77,5,9
"New York",2020-04-19,8,191.15,207.69,257.54,8,5
"New York",2020-04-26,9,120.58,191.15,207.69,9,8
"New York",2020-05-03,10,77.46,120.58,191.15,7,9
"New York",2020-05-10,11,47.23,77.46,120.58,9,7
"New York",2020-05-17,12,41.78,47.23,77.46,12,9
"New York",2020-05-24,13,33.92,41.78,47.23,11,12
"New York",2020-05-31,14,25.84,33.92,41.78,7,11
"New York",2020-06-07,15,15.83,25.84,33.92,9,7
"New York",2020-06-14,16,11.58,15.83,25.84,9,9
"New York",2020-06-21,17,20.04,11.58,15.83,18,9
"New York",2020-06-28,18,12.56,20.04,11.58,27,18
"New York",2020-07-05,19,12.41,12.56,20.04,32,27
"New York",2020-07-12,20,12.7,12.41,12.56,25,32
"New York",2020-07-19,21,11.63,12.7,12.41,22,25
"New York",2020-07-26,22,16.35,11.63,12.7,23,22
"New York",2020-08-02,23,13.81,16.35,11.63,22,23
"New York",2020-08-09,24,15.19,13.81,16.35,23,22
"New York",2020-08-16,25,12.99,15.19,13.81,19,23
"New York",2020-08-23,26,12.37,12.99,15.19,15,19
"New York",2020-08-30,27,16.98,12.37,12.99,23,15
"New York",2020-09-06,28,16.27,16.98,12.37,20,23
"New York",2020-09-13,29,18.26,16.27,16.98,24,20
"New York",2020-09-20,30,21,18.26,16.27,22,24
"New York",2020-09-27,31,31.29,21,18.26,25,22
"New York",2020-10-04,32,34.33,31.29,21,36,25
"New York",2020-10-11,33,35.91,34.33,31.29,24,36
"New York",2020-10-18,34,48.11,35.91,34.33,34,24
"New York",2020-10-25,35,60.4,48.11,35.91,38,34
"New York",2020-11-01,36,79.75,60.4,48.11,37,38
"New York",2020-11-08,37,127.28,79.75,60.4,66,37
"New York",2020-11-15,38,149.09,127.28,79.75,100,66
"New York",2020-11-22,39,162.25,149.09,127.28,89,100
"New York",2020-11-29,40,217.62,162.25,149.09,77,89
"New York",2020-12-06,41,228.31,217.62,162.25,63,77
"New York",2020-12-13,42,221.85,228.31,217.62,57,63
"New York",2020-12-20,43,227.19,221.85,228.31,81,57
"New York",2020-12-27,44,251.23,227.19,221.85,83,81
"New York",2021-01-03,45,487.74,251.23,227.19,79,83
"New York",2021-01-10,46,327.63,487.74,251.23,70,79
"New York",2021-01-17,47,271.32,327.63,487.74,53,70
"New York",2021-01-24,48,260.31,271.32,327.63,41,53
"New York",2021-01-31,49,185.92,260.31,271.32,34,41
"New York",2021-02-07,50,190.83,185.92,260.31,35,34
"New York",2021-02-14,51,151.29,190.83,185.92,31,35
"New York",2021-02-21,52,160,151.29,190.83,32,31
"New York",2021-02-28,53,165.83,160,151.29,30,32
"New York",2021-03-07,54,172.62,165.83,160,33,30
"New York",2021-03-14,55,186.62,172.62,165.83,NA,33
"New York",2021-03-21,56,194.03,186.62,172.62,NA,NA
"New York",2021-03-28,57,204.83,194.03,186.62,NA,NA
"New York",2021-04-04,58,177.77,204.83,194.03,NA,NA
"New York",2021-04-11,59,154.82,177.77,204.83,NA,NA
"New York",2021-04-18,60,116.28,154.82,177.77,NA,NA
"New York",2021-04-25,61,66.01,116.28,154.82,NA,NA
"New York",2021-05-02,62,49.58,66.01,116.28,NA,NA
"New York",2021-05-09,63,20.79,49.58,66.01,NA,NA
"New York",2021-05-16,64,21.01,20.79,49.58,NA,NA
"New York",2021-05-23,65,12.75,21.01,20.79,NA,NA
"New York",2021-05-30,66,10.79,12.75,21.01,NA,NA
"New York",2021-06-06,67,10.62,10.79,12.75,NA,NA
"New York",2021-06-13,68,9.79,10.62,10.79,NA,NA
"New York",2021-06-20,69,8.98,9.79,10.62,NA,NA
"New York",2021-06-27,70,8.37,8.98,9.79,NA,NA
"New York",2021-07-04,71,10.74,8.37,8.98,NA,NA
"New York",2021-07-11,72,17.92,10.74,8.37,NA,NA
"New York",2021-07-18,73,31.48,17.92,10.74,NA,NA
"New York",2021-07-25,74,44.3,31.48,17.92,NA,NA
"New York",2021-08-01,75,62.3,44.3,31.48,NA,NA
"New York",2021-08-08,76,78.35,62.3,44.3,NA,NA
"New York",2021-08-15,77,89.76,78.35,62.3,NA,NA
"New York",2021-08-22,78,90.75,89.76,78.35,NA,NA
"New York",2021-08-29,79,91.55,90.75,89.76,NA,NA
"New York",2021-09-05,80,94.25,91.55,90.75,NA,NA
"New York",2021-09-12,81,98.38,94.25,91.55,NA,NA
"New York",2021-09-19,82,92.44,98.38,94.25,NA,NA
"New York",2021-09-26,83,74.68,92.44,98.38,NA,NA
"New York",2021-10-03,84,73.61,74.68,92.44,NA,NA
"New York",2021-10-10,85,66.8,73.61,74.68,NA,NA
"New York",2021-10-17,86,52.07,66.8,73.61,NA,NA
"New York",2021-10-24,87,54.05,52.07,66.8,NA,NA
"New York",2021-10-31,88,54.71,54.05,52.07,NA,NA
"New York",2021-11-07,89,66.57,54.71,54.05,NA,NA
"New York",2021-11-14,90,87.98,66.57,54.71,NA,NA
"New York",2021-11-21,91,95.67,87.98,66.57,NA,NA
"New York",2021-11-28,92,155.89,95.67,87.98,NA,NA
"New York",2021-12-05,93,200.18,155.89,95.67,NA,NA
"New York",2021-12-12,94,281.42,200.18,155.89,NA,NA
"New York",2021-12-19,95,611.15,281.42,200.18,NA,NA
"New York",2021-12-26,96,1271.61,611.15,281.42,NA,NA
"New York",2022-01-02,97,1475.31,1271.61,611.15,NA,NA
"New York",2022-01-09,98,1063.22,1475.31,1271.61,NA,NA
"Oklahoma",2020-03-01,1,0.25,NA,NA,NA,NA
"Oklahoma",2020-03-08,2,0.28,0.25,NA,NA,NA
"Oklahoma",2020-03-15,3,2.56,0.28,0.25,6,NA
"Oklahoma",2020-03-22,4,9.72,2.56,0.28,0,6
"Oklahoma",2020-03-29,5,22.22,9.72,2.56,11,0
"Oklahoma",2020-04-05,6,20.44,22.22,9.72,9,11
"Oklahoma",2020-04-12,7,15.4,20.44,22.22,3,9
"Oklahoma",2020-04-19,8,19.73,15.4,20.44,3,3
"Oklahoma",2020-04-26,9,15.76,19.73,15.4,5,3
"Oklahoma",2020-05-03,10,11.71,15.76,19.73,9,5
"Oklahoma",2020-05-10,11,12.85,11.71,15.76,11,9
"Oklahoma",2020-05-17,12,12.14,12.85,11.71,4,11
"Oklahoma",2020-05-24,13,8.73,12.14,12.85,6,4
"Oklahoma",2020-05-31,14,10.29,8.73,12.14,6,6
"Oklahoma",2020-06-07,15,17.74,10.29,8.73,15,6
"Oklahoma",2020-06-14,16,42.09,17.74,10.29,17,15
"Oklahoma",2020-06-21,17,61.39,42.09,17.74,47,17
"Oklahoma",2020-06-28,18,86.66,61.39,42.09,62,47
"Oklahoma",2020-07-05,19,125.41,86.66,61.39,76,62
"Oklahoma",2020-07-12,20,163.88,125.41,86.66,66,76
"Oklahoma",2020-07-19,21,133.5,163.88,125.41,28,66
"Oklahoma",2020-07-26,22,203.13,133.5,163.88,22,28
"Oklahoma",2020-08-02,23,128.04,203.13,133.5,32,22
"Oklahoma",2020-08-09,24,109.94,128.04,203.13,10,32
"Oklahoma",2020-08-16,25,113.56,109.94,128.04,22,10
"Oklahoma",2020-08-23,26,86.73,113.56,109.94,26,22
"Oklahoma",2020-08-30,27,123.64,86.73,113.56,27,26
"Oklahoma",2020-09-06,28,126.41,123.64,86.73,34,27
"Oklahoma",2020-09-13,29,182.05,126.41,123.64,34,34
"Oklahoma",2020-09-20,30,171.83,182.05,126.41,25,34
"Oklahoma",2020-09-27,31,163.17,171.83,182.05,24,25
"Oklahoma",2020-10-04,32,183.54,163.17,171.83,43,24
"Oklahoma",2020-10-11,33,210.8,183.54,163.17,18,43
"Oklahoma",2020-10-18,34,230.67,210.8,183.54,40,18
"Oklahoma",2020-10-25,35,166.86,230.67,210.8,47,40
"Oklahoma",2020-11-01,36,327.83,166.86,230.67,61,47
"Oklahoma",2020-11-08,37,351.86,327.83,166.86,100,61
"Oklahoma",2020-11-15,38,522.87,351.86,327.83,81,100
"Oklahoma",2020-11-22,39,567.91,522.87,351.86,99,81
"Oklahoma",2020-11-29,40,530.89,567.91,522.87,68,99
"Oklahoma",2020-12-06,41,512.15,530.89,567.91,45,68
"Oklahoma",2020-12-13,42,528.27,512.15,530.89,74,45
"Oklahoma",2020-12-20,43,444.62,528.27,512.15,94,74
"Oklahoma",2020-12-27,44,436.6,444.62,528.27,75,94
"Oklahoma",2021-01-03,45,667.66,436.6,444.62,80,75
"Oklahoma",2021-01-10,46,614.78,667.66,436.6,54,80
"Oklahoma",2021-01-17,47,458.5,614.78,667.66,48,54
"Oklahoma",2021-01-24,48,360.62,458.5,614.78,64,48
"Oklahoma",2021-01-31,49,313.21,360.62,458.5,21,64
"Oklahoma",2021-02-07,50,236.91,313.21,360.62,35,21
"Oklahoma",2021-02-14,51,113.7,236.91,313.21,13,35
"Oklahoma",2021-02-21,52,149.26,113.7,236.91,8,13
"Oklahoma",2021-02-28,53,123.21,149.26,113.7,4,8
"Oklahoma",2021-03-07,54,107.74,123.21,149.26,8,4
"Oklahoma",2021-03-14,55,19.55,107.74,123.21,NA,8
"Oklahoma",2021-03-21,56,66.93,19.55,107.74,NA,NA
"Oklahoma",2021-03-28,57,63.88,66.93,19.55,NA,NA
"Oklahoma",2021-04-04,58,58.06,63.88,66.93,NA,NA
"Oklahoma",2021-04-11,59,156.93,58.06,63.88,NA,NA
"Oklahoma",2021-04-18,60,47.77,156.93,58.06,NA,NA
"Oklahoma",2021-04-25,61,53.16,47.77,156.93,NA,NA
"Oklahoma",2021-05-02,62,46.42,53.16,47.77,NA,NA
"Oklahoma",2021-05-09,63,45.35,46.42,53.16,NA,NA
"Oklahoma",2021-05-16,64,30.24,45.35,46.42,NA,NA
"Oklahoma",2021-05-23,65,27.11,30.24,45.35,NA,NA
"Oklahoma",2021-05-30,66,21.08,27.11,30.24,NA,NA
"Oklahoma",2021-06-06,67,11.36,21.08,27.11,NA,NA
"Oklahoma",2021-06-13,68,13.56,11.36,21.08,NA,NA
"Oklahoma",2021-06-20,69,11.43,13.56,11.36,NA,NA
"Oklahoma",2021-06-27,70,17.1,11.43,13.56,NA,NA
"Oklahoma",2021-07-04,71,24.2,17.1,11.43,NA,NA
"Oklahoma",2021-07-11,72,42.8,24.2,17.1,NA,NA
"Oklahoma",2021-07-18,73,77.93,42.8,24.2,NA,NA
"Oklahoma",2021-07-25,74,129.25,77.93,42.8,NA,NA
"Oklahoma",2021-08-01,75,228.11,129.25,77.93,NA,NA
"Oklahoma",2021-08-08,76,298.17,228.11,129.25,NA,NA
"Oklahoma",2021-08-15,77,356.51,298.17,228.11,NA,NA
"Oklahoma",2021-08-22,78,358.42,356.51,298.17,NA,NA
"Oklahoma",2021-08-29,79,447.07,358.42,356.51,NA,NA
"Oklahoma",2021-09-05,80,432.17,447.07,358.42,NA,NA
"Oklahoma",2021-09-12,81,356.93,432.17,447.07,NA,NA
"Oklahoma",2021-09-19,82,315.98,356.93,432.17,NA,NA
"Oklahoma",2021-09-26,83,247.49,315.98,356.93,NA,NA
"Oklahoma",2021-10-03,84,227.4,247.49,315.98,NA,NA
"Oklahoma",2021-10-10,85,194.9,227.4,247.49,NA,NA
"Oklahoma",2021-10-17,86,190.92,194.9,227.4,NA,NA
"Oklahoma",2021-10-24,87,114.55,190.92,194.9,NA,NA
"Oklahoma",2021-10-31,88,86.23,114.55,190.92,NA,NA
"Oklahoma",2021-11-07,89,126.76,86.23,114.55,NA,NA
"Oklahoma",2021-11-14,90,132.08,126.76,86.23,NA,NA
"Oklahoma",2021-11-21,91,95.89,132.08,126.76,NA,NA
"Oklahoma",2021-11-28,92,120.3,95.89,132.08,NA,NA
"Oklahoma",2021-12-05,93,198.87,120.3,95.89,NA,NA
"Oklahoma",2021-12-12,94,175.24,198.87,120.3,NA,NA
"Oklahoma",2021-12-19,95,187.44,175.24,198.87,NA,NA
"Oklahoma",2021-12-26,96,254.94,187.44,175.24,NA,NA
"Oklahoma",2022-01-02,97,687.11,254.94,187.44,NA,NA
"Oklahoma",2022-01-09,98,1646.76,687.11,254.94,NA,NA
"Phoenix",2020-03-01,1,0.13,NA,NA,NA,NA
"Phoenix",2020-03-08,2,0.13,0.13,NA,NA,NA
"Phoenix",2020-03-15,3,1.1,0.13,0.13,3,NA
"Phoenix",2020-03-22,4,8.73,1.1,0.13,4,3
"Phoenix",2020-03-29,5,15.46,8.73,1.1,4,4
"Phoenix",2020-04-05,6,15.7,15.46,8.73,3,4
"Phoenix",2020-04-12,7,13.92,15.7,15.46,2,3
"Phoenix",2020-04-19,8,16.98,13.92,15.7,2,2
"Phoenix",2020-04-26,9,26.07,16.98,13.92,9,2
"Phoenix",2020-05-03,10,30.48,26.07,16.98,7,9
"Phoenix",2020-05-10,11,28.5,30.48,26.07,14,7
"Phoenix",2020-05-17,12,23.32,28.5,30.48,10,14
"Phoenix",2020-05-24,13,28.92,23.32,28.5,11,10
"Phoenix",2020-05-31,14,70.11,28.92,23.32,10,11
"Phoenix",2020-06-07,15,110.4,70.11,28.92,25,10
"Phoenix",2020-06-14,16,226,110.4,70.11,39,25
"Phoenix",2020-06-21,17,304.23,226,110.4,80,39
"Phoenix",2020-06-28,18,374.64,304.23,226,94,80
"Phoenix",2020-07-05,19,402.73,374.64,304.23,69,94
"Phoenix",2020-07-12,20,331.68,402.73,374.64,52,69
"Phoenix",2020-07-19,21,288.25,331.68,402.73,26,52
"Phoenix",2020-07-26,22,258.26,288.25,331.68,17,26
"Phoenix",2020-08-02,23,130.41,258.26,288.25,15,17
"Phoenix",2020-08-09,24,73.72,130.41,258.26,16,15
"Phoenix",2020-08-16,25,66.39,73.72,130.41,13,16
"Phoenix",2020-08-23,26,41.81,66.39,73.72,8,13
"Phoenix",2020-08-30,27,58.45,41.81,66.39,9,8
"Phoenix",2020-09-06,28,33.69,58.45,41.81,14,9
"Phoenix",2020-09-13,29,57.36,33.69,58.45,19,14
"Phoenix",2020-09-20,30,31.79,57.36,33.69,17,19
"Phoenix",2020-09-27,31,44.14,31.79,57.36,21,17
"Phoenix",2020-10-04,32,64,44.14,31.79,25,21
"Phoenix",2020-10-11,33,73.91,64,44.14,23,25
"Phoenix",2020-10-18,34,90.17,73.91,64,26,23
"Phoenix",2020-10-25,35,119.46,90.17,73.91,37,26
"Phoenix",2020-11-01,36,153.35,119.46,90.17,36,37
"Phoenix",2020-11-08,37,210.04,153.35,119.46,48,36
"Phoenix",2020-11-15,38,311.97,210.04,153.35,84,48
"Phoenix",2020-11-22,39,316.78,311.97,210.04,74,84
"Phoenix",2020-11-29,40,535.79,316.78,311.97,78,74
"Phoenix",2020-12-06,41,564.83,535.79,316.78,95,78
"Phoenix",2020-12-13,42,579.66,564.83,535.79,93,95
"Phoenix",2020-12-20,43,517.1,579.66,564.83,86,93
"Phoenix",2020-12-27,44,626.67,517.1,579.66,93,86
"Phoenix",2021-01-03,45,1060.12,626.67,517.1,100,93
"Phoenix",2021-01-10,46,825.75,1060.12,626.67,85,100
"Phoenix",2021-01-17,47,668.65,825.75,1060.12,63,85
"Phoenix",2021-01-24,48,562.87,668.65,825.75,49,63
"Phoenix",2021-01-31,49,338.2,562.87,668.65,36,49
"Phoenix",2021-02-07,50,231.66,338.2,562.87,26,36
"Phoenix",2021-02-14,51,154.58,231.66,338.2,27,26
"Phoenix",2021-02-21,52,124.15,154.58,231.66,28,27
"Phoenix",2021-02-28,53,123.26,124.15,154.58,20,28
"Phoenix",2021-03-07,54,114.41,123.26,124.15,17,20
"Phoenix",2021-03-14,55,43.12,114.41,123.26,NA,17
"Phoenix",2021-03-21,56,51.41,43.12,114.41,NA,NA
"Phoenix",2021-03-28,57,56.16,51.41,43.12,NA,NA
"Phoenix",2021-04-04,58,64.87,56.16,51.41,NA,NA
"Phoenix",2021-04-11,59,57.72,64.87,56.16,NA,NA
"Phoenix",2021-04-18,60,74.86,57.72,64.87,NA,NA
"Phoenix",2021-04-25,61,89.06,74.86,57.72,NA,NA
"Phoenix",2021-05-02,62,75.08,89.06,74.86,NA,NA
"Phoenix",2021-05-09,63,68.45,75.08,89.06,NA,NA
"Phoenix",2021-05-16,64,64.69,68.45,75.08,NA,NA
"Phoenix",2021-05-23,65,67.16,64.69,68.45,NA,NA
"Phoenix",2021-05-30,66,44.14,67.16,64.69,NA,NA
"Phoenix",2021-06-06,67,54.5,44.14,67.16,NA,NA
"Phoenix",2021-06-13,68,45.75,54.5,44.14,NA,NA
"Phoenix",2021-06-20,69,50.91,45.75,54.5,NA,NA
"Phoenix",2021-06-27,70,55.76,50.91,45.75,NA,NA
"Phoenix",2021-07-04,71,60.91,55.76,50.91,NA,NA
"Phoenix",2021-07-11,72,99.69,60.91,55.76,NA,NA
"Phoenix",2021-07-18,73,128.85,99.69,60.91,NA,NA
"Phoenix",2021-07-25,74,179.82,128.85,99.69,NA,NA
"Phoenix",2021-08-01,75,258.88,179.82,128.85,NA,NA
"Phoenix",2021-08-08,76,295.7,258.88,179.82,NA,NA
"Phoenix",2021-08-15,77,310.94,295.7,258.88,NA,NA
"Phoenix",2021-08-22,78,346.78,310.94,295.7,NA,NA
"Phoenix",2021-08-29,79,324.38,346.78,310.94,NA,NA
"Phoenix",2021-09-05,80,276.89,324.38,346.78,NA,NA
"Phoenix",2021-09-12,81,272.06,276.89,324.38,NA,NA
"Phoenix",2021-09-19,82,255.95,272.06,276.89,NA,NA
"Phoenix",2021-09-26,83,272.52,255.95,272.06,NA,NA
"Phoenix",2021-10-03,84,233.44,272.52,255.95,NA,NA
"Phoenix",2021-10-10,85,217.29,233.44,272.52,NA,NA
"Phoenix",2021-10-17,86,214.16,217.29,233.44,NA,NA
"Phoenix",2021-10-24,87,236.11,214.16,217.29,NA,NA
"Phoenix",2021-10-31,88,275.86,236.11,214.16,NA,NA
"Phoenix",2021-11-07,89,330.97,275.86,236.11,NA,NA
"Phoenix",2021-11-14,90,355.22,330.97,275.86,NA,NA
"Phoenix",2021-11-21,91,330.95,355.22,330.97,NA,NA
"Phoenix",2021-11-28,92,349.9,330.95,355.22,NA,NA
"Phoenix",2021-12-05,93,346.19,349.9,330.95,NA,NA
"Phoenix",2021-12-12,94,299.75,346.19,349.9,NA,NA
"Phoenix",2021-12-19,95,304.09,299.75,346.19,NA,NA
"Phoenix",2021-12-26,96,518.51,304.09,299.75,NA,NA
"Phoenix",2022-01-02,97,1081.58,518.51,304.09,NA,NA
"Phoenix",2022-01-09,98,1872.19,1081.58,518.51,NA,NA
"Pittsburgh",2020-03-01,1,0.15,NA,NA,NA,NA
"Pittsburgh",2020-03-08,2,0.19,0.15,NA,NA,NA
"Pittsburgh",2020-03-15,3,1.78,0.19,0.15,8,NA
"Pittsburgh",2020-03-22,4,13.33,1.78,0.19,1,8
"Pittsburgh",2020-03-29,5,23.89,13.33,1.78,6,1
"Pittsburgh",2020-04-05,6,23.17,23.89,13.33,3,6
"Pittsburgh",2020-04-12,7,18.72,23.17,23.89,1,3
"Pittsburgh",2020-04-19,8,17.02,18.72,23.17,0,1
"Pittsburgh",2020-04-26,9,12.18,17.02,18.72,4,0
"Pittsburgh",2020-05-03,10,10.4,12.18,17.02,3,4
"Pittsburgh",2020-05-10,11,7.34,10.4,12.18,6,3
"Pittsburgh",2020-05-17,12,9.8,7.34,10.4,4,6
"Pittsburgh",2020-05-24,13,9.04,9.8,7.34,0,4
"Pittsburgh",2020-05-31,14,5.77,9.04,9.8,1,0
"Pittsburgh",2020-06-07,15,6.49,5.77,9.04,6,1
"Pittsburgh",2020-06-14,16,6.45,6.49,5.77,5,6
"Pittsburgh",2020-06-21,17,20.92,6.45,6.49,14,5
"Pittsburgh",2020-06-28,18,57.93,20.92,6.45,33,14
"Pittsburgh",2020-07-05,19,81.53,57.93,20.92,50,33
"Pittsburgh",2020-07-12,20,80.51,81.53,57.93,34,50
"Pittsburgh",2020-07-19,21,68.5,80.51,81.53,16,34
"Pittsburgh",2020-07-26,22,65.61,68.5,80.51,21,16
"Pittsburgh",2020-08-02,23,45.58,65.61,68.5,24,21
"Pittsburgh",2020-08-09,24,43.63,45.58,65.61,20,24
"Pittsburgh",2020-08-16,25,35.48,43.63,45.58,5,20
"Pittsburgh",2020-08-23,26,31.66,35.48,43.63,6,5
"Pittsburgh",2020-08-30,27,38.58,31.66,35.48,12,6
"Pittsburgh",2020-09-06,28,32.64,38.58,31.66,19,12
"Pittsburgh",2020-09-13,29,37.37,32.64,38.58,12,19
"Pittsburgh",2020-09-20,30,34.08,37.37,32.64,18,12
"Pittsburgh",2020-09-27,31,35.46,34.08,37.37,14,18
"Pittsburgh",2020-10-04,32,62.77,35.46,34.08,20,14
"Pittsburgh",2020-10-11,33,81.02,62.77,35.46,23,20
"Pittsburgh",2020-10-18,34,88.06,81.02,62.77,39,23
"Pittsburgh",2020-10-25,35,98.5,88.06,81.02,26,39
"Pittsburgh",2020-11-01,36,125.88,98.5,88.06,38,26
"Pittsburgh",2020-11-08,37,216.06,125.88,98.5,68,38
"Pittsburgh",2020-11-15,38,323.01,216.06,125.88,100,68
"Pittsburgh",2020-11-22,39,381.49,323.01,216.06,99,100
"Pittsburgh",2020-11-29,40,457.75,381.49,323.01,78,99
"Pittsburgh",2020-12-06,41,609.43,457.75,381.49,68,78
"Pittsburgh",2020-12-13,42,608.5,609.43,457.75,65,68
"Pittsburgh",2020-12-20,43,474.69,608.5,609.43,60,65
"Pittsburgh",2020-12-27,44,431.82,474.69,608.5,52,60
"Pittsburgh",2021-01-03,45,460.47,431.82,474.69,28,52
"Pittsburgh",2021-01-10,46,357.3,460.47,431.82,41,28
"Pittsburgh",2021-01-17,47,259.26,357.3,460.47,28,41
"Pittsburgh",2021-01-24,48,209.35,259.26,357.3,34,28
"Pittsburgh",2021-01-31,49,167.72,209.35,259.26,30,34
"Pittsburgh",2021-02-07,50,159.36,167.72,209.35,21,30
"Pittsburgh",2021-02-14,51,135.26,159.36,167.72,17,21
"Pittsburgh",2021-02-21,52,137.21,135.26,159.36,21,17
"Pittsburgh",2021-02-28,53,122.57,137.21,135.26,24,21
"Pittsburgh",2021-03-07,54,129.06,122.57,137.21,18,24
"Pittsburgh",2021-03-14,55,142.17,129.06,122.57,NA,18
"Pittsburgh",2021-03-21,56,190.34,142.17,129.06,NA,NA
"Pittsburgh",2021-03-28,57,227.6,190.34,142.17,NA,NA
"Pittsburgh",2021-04-04,58,222.51,227.6,190.34,NA,NA
"Pittsburgh",2021-04-11,59,281.76,222.51,227.6,NA,NA
"Pittsburgh",2021-04-18,60,177.23,281.76,222.51,NA,NA
"Pittsburgh",2021-04-25,61,145.1,177.23,281.76,NA,NA
"Pittsburgh",2021-05-02,62,131.22,145.1,177.23,NA,NA
"Pittsburgh",2021-05-09,63,97.1,131.22,145.1,NA,NA
"Pittsburgh",2021-05-16,64,65.17,97.1,131.22,NA,NA
"Pittsburgh",2021-05-23,65,52.33,65.17,97.1,NA,NA
"Pittsburgh",2021-05-30,66,26.86,52.33,65.17,NA,NA
"Pittsburgh",2021-06-06,67,19.86,26.86,52.33,NA,NA
"Pittsburgh",2021-06-13,68,15.83,19.86,26.86,NA,NA
"Pittsburgh",2021-06-20,69,8.49,15.83,19.86,NA,NA
"Pittsburgh",2021-06-27,70,8.15,8.49,15.83,NA,NA
