"city","date","weekNum","case.rate","casesTminus1.rate","casesTminus2.rate","testingNearMe","testingNearMeTminus1"
"Pittsburgh",2021-07-04,71,8.36,8.15,8.49,NA,NA
"Pittsburgh",2021-07-11,72,15.07,8.36,8.15,NA,NA
"Pittsburgh",2021-07-18,73,23.34,15.07,8.36,NA,NA
"Pittsburgh",2021-07-25,74,38.6,23.34,15.07,NA,NA
"Pittsburgh",2021-08-01,75,84.29,38.6,23.34,NA,NA
"Pittsburgh",2021-08-08,76,101.41,84.29,38.6,NA,NA
"Pittsburgh",2021-08-15,77,138.74,101.41,84.29,NA,NA
"Pittsburgh",2021-08-22,78,178.08,138.74,101.41,NA,NA
"Pittsburgh",2021-08-29,79,201.33,178.08,138.74,NA,NA
"Pittsburgh",2021-09-05,80,239.19,201.33,178.08,NA,NA
"Pittsburgh",2021-09-12,81,302.64,239.19,201.33,NA,NA
"Pittsburgh",2021-09-19,82,282.22,302.64,239.19,NA,NA
"Pittsburgh",2021-09-26,83,280.95,282.22,302.64,NA,NA
"Pittsburgh",2021-10-03,84,329.12,280.95,282.22,NA,NA
"Pittsburgh",2021-10-10,85,285.83,329.12,280.95,NA,NA
"Pittsburgh",2021-10-17,86,241.31,285.83,329.12,NA,NA
"Pittsburgh",2021-10-24,87,244.79,241.31,285.83,NA,NA
"Pittsburgh",2021-10-31,88,275.45,244.79,241.31,NA,NA
"Pittsburgh",2021-11-07,89,456.57,275.45,244.79,NA,NA
"Pittsburgh",2021-11-14,90,413.79,456.57,275.45,NA,NA
"Pittsburgh",2021-11-21,91,400.04,413.79,456.57,NA,NA
"Pittsburgh",2021-11-28,92,478.34,400.04,413.79,NA,NA
"Pittsburgh",2021-12-05,93,449.52,478.34,400.04,NA,NA
"Pittsburgh",2021-12-12,94,382.72,449.52,478.34,NA,NA
"Pittsburgh",2021-12-19,95,453.64,382.72,449.52,NA,NA
"Pittsburgh",2021-12-26,96,771.47,453.64,382.72,NA,NA
"Pittsburgh",2022-01-02,97,1509.11,771.47,453.64,NA,NA
"Pittsburgh",2022-01-09,98,1586.35,1509.11,771.47,NA,NA
"Portland",2020-03-01,1,0.24,NA,NA,NA,NA
"Portland",2020-03-08,2,0.6,0.24,NA,NA,NA
"Portland",2020-03-15,3,2.66,0.6,0.24,9,NA
"Portland",2020-03-22,4,10.89,2.66,0.6,5,9
"Portland",2020-03-29,5,13.87,10.89,2.66,3,5
"Portland",2020-04-05,6,14.48,13.87,10.89,5,3
"Portland",2020-04-12,7,12.3,14.48,13.87,1,5
"Portland",2020-04-19,8,12.1,12.3,14.48,0,1
"Portland",2020-04-26,9,8.95,12.1,12.3,1,0
"Portland",2020-05-03,10,9.56,8.95,12.1,7,1
"Portland",2020-05-10,11,9.84,9.56,8.95,3,7
"Portland",2020-05-17,12,5.85,9.84,9.56,9,3
"Portland",2020-05-24,13,12.54,5.85,9.84,5,9
"Portland",2020-05-31,14,10.48,12.54,5.85,9,5
"Portland",2020-06-07,15,19.92,10.48,12.54,7,9
"Portland",2020-06-14,16,24.27,19.92,10.48,15,7
"Portland",2020-06-21,17,30.6,24.27,19.92,21,15
"Portland",2020-06-28,18,37.82,30.6,24.27,33,21
"Portland",2020-07-05,19,46.37,37.82,30.6,39,33
"Portland",2020-07-12,20,55.52,46.37,37.82,38,39
"Portland",2020-07-19,21,48.83,55.52,46.37,20,38
"Portland",2020-07-26,22,48.83,48.83,55.52,15,20
"Portland",2020-08-02,23,49.03,48.83,48.83,13,15
"Portland",2020-08-09,24,44.27,49.03,48.83,13,13
"Portland",2020-08-16,25,36.98,44.27,49.03,11,13
"Portland",2020-08-23,26,35.73,36.98,44.27,10,11
"Portland",2020-08-30,27,33.67,35.73,36.98,15,10
"Portland",2020-09-06,28,30.89,33.67,35.73,18,15
"Portland",2020-09-13,29,30.69,30.89,33.67,15,18
"Portland",2020-09-20,30,40.04,30.69,30.89,28,15
"Portland",2020-09-27,31,42.14,40.04,30.69,26,28
"Portland",2020-10-04,32,50.4,42.14,40.04,32,26
"Portland",2020-10-11,33,60.12,50.4,42.14,41,32
"Portland",2020-10-18,34,58.87,60.12,50.4,39,41
"Portland",2020-10-25,35,78.51,58.87,60.12,35,39
"Portland",2020-11-01,36,116.94,78.51,58.87,43,35
"Portland",2020-11-08,37,172.14,116.94,78.51,60,43
"Portland",2020-11-15,38,199.68,172.14,116.94,100,60
"Portland",2020-11-22,39,233.83,199.68,172.14,75,100
"Portland",2020-11-29,40,274.8,233.83,199.68,82,75
"Portland",2020-12-06,41,246.57,274.8,233.83,65,82
"Portland",2020-12-13,42,210.56,246.57,274.8,53,65
"Portland",2020-12-20,43,156.53,210.56,246.57,47,53
"Portland",2020-12-27,44,158.02,156.53,210.56,70,47
"Portland",2021-01-03,45,201.94,158.02,156.53,43,70
"Portland",2021-01-10,46,171.25,201.94,158.02,39,43
"Portland",2021-01-17,47,121.77,171.25,201.94,22,39
"Portland",2021-01-24,48,112.3,121.77,171.25,34,22
"Portland",2021-01-31,49,88.73,112.3,121.77,39,34
"Portland",2021-02-07,50,62.98,88.73,112.3,26,39
"Portland",2021-02-14,51,48.15,62.98,88.73,13,26
"Portland",2021-02-21,52,48.55,48.15,62.98,11,13
"Portland",2021-02-28,53,32.94,48.55,48.15,23,11
"Portland",2021-03-07,54,46.09,32.94,48.55,20,23
"Portland",2021-03-14,55,40.89,46.09,32.94,NA,20
"Portland",2021-03-21,56,54.4,40.89,46.09,NA,NA
"Portland",2021-03-28,57,61.49,54.4,40.89,NA,NA
"Portland",2021-04-04,58,80.08,61.49,54.4,NA,NA
"Portland",2021-04-11,59,94.92,80.08,61.49,NA,NA
"Portland",2021-04-18,60,119.6,94.92,80.08,NA,NA
"Portland",2021-04-25,61,129.03,119.6,94.92,NA,NA
"Portland",2021-05-02,62,118.27,129.03,119.6,NA,NA
"Portland",2021-05-09,63,105.32,118.27,129.03,NA,NA
"Portland",2021-05-16,64,64.11,105.32,118.27,NA,NA
"Portland",2021-05-23,65,64.4,64.11,105.32,NA,NA
"Portland",2021-05-30,66,48.55,64.4,64.11,NA,NA
"Portland",2021-06-06,67,44.68,48.55,64.4,NA,NA
"Portland",2021-06-13,68,33.31,44.68,48.55,NA,NA
"Portland",2021-06-20,69,28.1,33.31,44.68,NA,NA
"Portland",2021-06-27,70,17.48,28.1,33.31,NA,NA
"Portland",2021-07-04,71,21.92,17.48,28.1,NA,NA
"Portland",2021-07-11,72,29.68,21.92,17.48,NA,NA
"Portland",2021-07-18,73,48.19,29.68,21.92,NA,NA
"Portland",2021-07-25,74,76.09,48.19,29.68,NA,NA
"Portland",2021-08-01,75,115.93,76.09,48.19,NA,NA
"Portland",2021-08-08,76,169.23,115.93,76.09,NA,NA
"Portland",2021-08-15,77,202.3,169.23,115.93,NA,NA
"Portland",2021-08-22,78,212.06,202.3,169.23,NA,NA
"Portland",2021-08-29,79,248.63,212.06,202.3,NA,NA
"Portland",2021-09-05,80,205.67,248.63,212.06,NA,NA
"Portland",2021-09-12,81,220.24,205.67,248.63,NA,NA
"Portland",2021-09-19,82,189.11,220.24,205.67,NA,NA
"Portland",2021-09-26,83,178.15,189.11,220.24,NA,NA
"Portland",2021-10-03,84,158.06,178.15,189.11,NA,NA
"Portland",2021-10-10,85,128.95,158.06,178.15,NA,NA
"Portland",2021-10-17,86,155.65,128.95,158.06,NA,NA
"Portland",2021-10-24,87,143.75,155.65,128.95,NA,NA
"Portland",2021-10-31,88,141.33,143.75,155.65,NA,NA
"Portland",2021-11-07,89,125.71,141.33,143.75,NA,NA
"Portland",2021-11-14,90,112.06,125.71,141.33,NA,NA
"Portland",2021-11-21,91,70.4,112.06,125.71,NA,NA
"Portland",2021-11-28,92,146.41,70.4,112.06,NA,NA
"Portland",2021-12-05,93,119.27,146.41,70.4,NA,NA
"Portland",2021-12-12,94,116.65,119.27,146.41,NA,NA
"Portland",2021-12-19,95,128.73,116.65,119.27,NA,NA
"Portland",2021-12-26,96,272.6,128.73,116.65,NA,NA
"Portland",2022-01-02,97,1003.91,272.6,128.73,NA,NA
"Portland",2022-01-09,98,1319.72,1003.91,272.6,NA,NA
"Sacramento",2020-03-01,1,0.44,NA,NA,NA,NA
"Sacramento",2020-03-08,2,1.27,0.44,NA,NA,NA
"Sacramento",2020-03-15,3,1.46,1.27,0.44,7,NA
"Sacramento",2020-03-22,4,6.96,1.46,1.27,4,7
"Sacramento",2020-03-29,5,13.83,6.96,1.46,5,4
"Sacramento",2020-04-05,6,16.08,13.83,6.96,5,5
"Sacramento",2020-04-12,7,11.63,16.08,13.83,1,5
"Sacramento",2020-04-19,8,6.18,11.63,16.08,5,1
"Sacramento",2020-04-26,9,5.03,6.18,11.63,4,5
"Sacramento",2020-05-03,10,3.17,5.03,6.18,3,4
"Sacramento",2020-05-10,11,3.55,3.17,5.03,6,3
"Sacramento",2020-05-17,12,4.02,3.55,3.17,11,6
"Sacramento",2020-05-24,13,7.49,4.02,3.55,3,11
"Sacramento",2020-05-31,14,9.48,7.49,4.02,7,3
"Sacramento",2020-06-07,15,12.69,9.48,7.49,7,7
"Sacramento",2020-06-14,16,24.16,12.69,9.48,9,7
"Sacramento",2020-06-21,17,38.29,24.16,12.69,19,9
"Sacramento",2020-06-28,18,75.64,38.29,24.16,50,19
"Sacramento",2020-07-05,19,79.62,75.64,38.29,51,50
"Sacramento",2020-07-12,20,80.59,79.62,75.64,35,51
"Sacramento",2020-07-19,21,110.38,80.59,79.62,18,35
"Sacramento",2020-07-26,22,85.04,110.38,80.59,9,18
"Sacramento",2020-08-02,23,56.06,85.04,110.38,17,9
"Sacramento",2020-08-09,24,153.95,56.06,85.04,18,17
"Sacramento",2020-08-16,25,84.36,153.95,56.06,14,18
"Sacramento",2020-08-23,26,97.98,84.36,153.95,11,14
"Sacramento",2020-08-30,27,89.22,97.98,84.36,14,11
"Sacramento",2020-09-06,28,65.74,89.22,97.98,6,14
"Sacramento",2020-09-13,29,57.41,65.74,89.22,14,6
"Sacramento",2020-09-20,30,52.92,57.41,65.74,19,14
"Sacramento",2020-09-27,31,36.55,52.92,57.41,18,19
"Sacramento",2020-10-04,32,44.72,36.55,52.92,23,18
"Sacramento",2020-10-11,33,34.52,44.72,36.55,22,23
"Sacramento",2020-10-18,34,60.79,34.52,44.72,34,22
"Sacramento",2020-10-25,35,58.72,60.79,34.52,22,34
"Sacramento",2020-11-01,36,82.24,58.72,60.79,28,22
"Sacramento",2020-11-08,37,134.66,82.24,58.72,36,28
"Sacramento",2020-11-15,38,178.36,134.66,82.24,84,36
"Sacramento",2020-11-22,39,228.45,178.36,134.66,94,84
"Sacramento",2020-11-29,40,289.42,228.45,178.36,88,94
"Sacramento",2020-12-06,41,393.23,289.42,228.45,100,88
"Sacramento",2020-12-13,42,435.67,393.23,289.42,78,100
"Sacramento",2020-12-20,43,455.51,435.67,393.23,82,78
"Sacramento",2020-12-27,44,341.66,455.51,435.67,90,82
"Sacramento",2021-01-03,45,403.77,341.66,455.51,80,90
"Sacramento",2021-01-10,46,420.48,403.77,341.66,38,80
"Sacramento",2021-01-17,47,225.47,420.48,403.77,31,38
"Sacramento",2021-01-24,48,217.24,225.47,420.48,20,31
"Sacramento",2021-01-31,49,117.02,217.24,225.47,27,20
"Sacramento",2021-02-07,50,133.86,117.02,217.24,26,27
"Sacramento",2021-02-14,51,98.62,133.86,117.02,22,26
"Sacramento",2021-02-21,52,83.51,98.62,133.86,21,22
"Sacramento",2021-02-28,53,63.04,83.51,98.62,18,21
"Sacramento",2021-03-07,54,57.28,63.04,83.51,22,18
"Sacramento",2021-03-14,55,54.45,57.28,63.04,NA,22
"Sacramento",2021-03-21,56,63.46,54.45,57.28,NA,NA
"Sacramento",2021-03-28,57,90.24,63.46,54.45,NA,NA
"Sacramento",2021-04-04,58,65.83,90.24,63.46,NA,NA
"Sacramento",2021-04-11,59,81.06,65.83,90.24,NA,NA
"Sacramento",2021-04-18,60,63.5,81.06,65.83,NA,NA
"Sacramento",2021-04-25,61,56.35,63.5,81.06,NA,NA
"Sacramento",2021-05-02,62,76.24,56.35,63.5,NA,NA
"Sacramento",2021-05-09,63,44.8,76.24,56.35,NA,NA
"Sacramento",2021-05-16,64,40.4,44.8,76.24,NA,NA
"Sacramento",2021-05-23,65,38.79,40.4,44.8,NA,NA
"Sacramento",2021-05-30,66,26.61,38.79,40.4,NA,NA
"Sacramento",2021-06-06,67,31.35,26.61,38.79,NA,NA
"Sacramento",2021-06-13,68,29.11,31.35,26.61,NA,NA
"Sacramento",2021-06-20,69,29.11,29.11,31.35,NA,NA
"Sacramento",2021-06-27,70,41.31,29.11,29.11,NA,NA
"Sacramento",2021-07-04,71,223.86,41.31,29.11,NA,NA
"Sacramento",2021-07-11,72,76.79,223.86,41.31,NA,NA
"Sacramento",2021-07-18,73,134.74,76.79,223.86,NA,NA
"Sacramento",2021-07-25,74,182.47,134.74,76.79,NA,NA
"Sacramento",2021-08-01,75,221.6,182.47,134.74,NA,NA
"Sacramento",2021-08-08,76,268.81,221.6,182.47,NA,NA
"Sacramento",2021-08-15,77,318.86,268.81,221.6,NA,NA
"Sacramento",2021-08-22,78,309.05,318.86,268.81,NA,NA
"Sacramento",2021-08-29,79,510.13,309.05,318.86,NA,NA
"Sacramento",2021-09-05,80,233.66,510.13,309.05,NA,NA
"Sacramento",2021-09-12,81,212.29,233.66,510.13,NA,NA
"Sacramento",2021-09-19,82,139.29,212.29,233.66,NA,NA
"Sacramento",2021-09-26,83,151.96,139.29,212.29,NA,NA
"Sacramento",2021-10-03,84,125.86,151.96,139.29,NA,NA
"Sacramento",2021-10-10,85,119.35,125.86,151.96,NA,NA
"Sacramento",2021-10-17,86,128.86,119.35,125.86,NA,NA
"Sacramento",2021-10-24,87,143.59,128.86,119.35,NA,NA
"Sacramento",2021-10-31,88,125.44,143.59,128.86,NA,NA
"Sacramento",2021-11-07,89,116.72,125.44,143.59,NA,NA
"Sacramento",2021-11-14,90,81.4,116.72,125.44,NA,NA
"Sacramento",2021-11-21,91,50.22,81.4,116.72,NA,NA
"Sacramento",2021-11-28,92,119.56,50.22,81.4,NA,NA
"Sacramento",2021-12-05,93,112.83,119.56,50.22,NA,NA
"Sacramento",2021-12-12,94,102.42,112.83,119.56,NA,NA
"Sacramento",2021-12-19,95,141.39,102.42,112.83,NA,NA
"Sacramento",2021-12-26,96,307.97,141.39,102.42,NA,NA
"Sacramento",2022-01-02,97,797.21,307.97,141.39,NA,NA
"Sacramento",2022-01-09,98,1604.41,797.21,307.97,NA,NA
"San Francisco",2020-03-01,1,0.43,NA,NA,NA,NA
"San Francisco",2020-03-08,2,2.13,0.43,NA,NA,NA
"San Francisco",2020-03-15,3,5.26,2.13,0.43,5,NA
"San Francisco",2020-03-22,4,15.45,5.26,2.13,2,5
"San Francisco",2020-03-29,5,19.44,15.45,5.26,3,2
"San Francisco",2020-04-05,6,21.15,19.44,15.45,2,3
"San Francisco",2020-04-12,7,20.39,21.15,19.44,4,2
"San Francisco",2020-04-19,8,18.49,20.39,21.15,5,4
"San Francisco",2020-04-26,9,17.44,18.49,20.39,6,5
"San Francisco",2020-05-03,10,20.48,17.44,18.49,5,6
"San Francisco",2020-05-10,11,17.18,20.48,17.44,11,5
"San Francisco",2020-05-17,12,25.42,17.18,20.48,10,11
"San Francisco",2020-05-24,13,24.71,25.42,17.18,9,10
"San Francisco",2020-05-31,14,26.1,24.71,25.42,9,9
"San Francisco",2020-06-07,15,26.56,26.1,24.71,9,9
"San Francisco",2020-06-14,16,32.48,26.56,26.1,25,9
"San Francisco",2020-06-21,17,55.22,32.48,26.56,49,25
"San Francisco",2020-06-28,18,76.8,55.22,32.48,53,49
"San Francisco",2020-07-05,19,78.47,76.8,55.22,42,53
"San Francisco",2020-07-12,20,97.66,78.47,76.8,29,42
"San Francisco",2020-07-19,21,86.96,97.66,78.47,21,29
"San Francisco",2020-07-26,22,86.08,86.96,97.66,27,21
"San Francisco",2020-08-02,23,86.23,86.08,86.96,22,27
"San Francisco",2020-08-09,24,128.56,86.23,86.08,20,22
"San Francisco",2020-08-16,25,98.4,128.56,86.23,15,20
"San Francisco",2020-08-23,26,77.22,98.4,128.56,12,15
"San Francisco",2020-08-30,27,70.5,77.22,98.4,23,12
"San Francisco",2020-09-06,28,50.85,70.5,77.22,25,23
"San Francisco",2020-09-13,29,48.46,50.85,70.5,24,25
"San Francisco",2020-09-20,30,46.92,48.46,50.85,28,24
"San Francisco",2020-09-27,31,38.74,46.92,48.46,32,28
"San Francisco",2020-10-04,32,29.38,38.74,46.92,27,32
"San Francisco",2020-10-11,33,29.88,29.38,38.74,30,27
"San Francisco",2020-10-18,34,40.94,29.88,29.38,33,30
"San Francisco",2020-10-25,35,41.17,40.94,29.88,36,33
"San Francisco",2020-11-01,36,51.86,41.17,40.94,44,36
"San Francisco",2020-11-08,37,75.64,51.86,41.17,80,44
"San Francisco",2020-11-15,38,105.6,75.64,51.86,76,80
"San Francisco",2020-11-22,39,113.99,105.6,75.64,80,76
"San Francisco",2020-11-29,40,167.46,113.99,105.6,70,80
"San Francisco",2020-12-06,41,254.62,167.46,113.99,100,70
"San Francisco",2020-12-13,42,334.9,254.62,167.46,96,100
"San Francisco",2020-12-20,43,308.51,334.9,254.62,86,96
"San Francisco",2020-12-27,44,287.95,308.51,334.9,81,86
"San Francisco",2021-01-03,45,350.92,287.95,308.51,62,81
"San Francisco",2021-01-10,46,372.88,350.92,287.95,43,62
"San Francisco",2021-01-17,47,237.12,372.88,350.92,30,43
"San Francisco",2021-01-24,48,207.21,237.12,372.88,41,30
"San Francisco",2021-01-31,49,134.58,207.21,237.12,28,41
"San Francisco",2021-02-07,50,130.96,134.58,207.21,26,28
"San Francisco",2021-02-14,51,78,130.96,134.58,32,26
"San Francisco",2021-02-21,52,71.18,78,130.96,23,32
"San Francisco",2021-02-28,53,51.33,71.18,78,18,23
"San Francisco",2021-03-07,54,40.41,51.33,71.18,17,18
"San Francisco",2021-03-14,55,38.32,40.41,51.33,NA,17
"San Francisco",2021-03-21,56,35.15,38.32,40.41,NA,NA
"San Francisco",2021-03-28,57,41.63,35.15,38.32,NA,NA
"San Francisco",2021-04-04,58,40.81,41.63,35.15,NA,NA
"San Francisco",2021-04-11,59,44.89,40.81,41.63,NA,NA
"San Francisco",2021-04-18,60,38.72,44.89,40.81,NA,NA
"San Francisco",2021-04-25,61,35.53,38.72,44.89,NA,NA
"San Francisco",2021-05-02,62,40.83,35.53,38.72,NA,NA
"San Francisco",2021-05-09,63,26.95,40.83,35.53,NA,NA
"San Francisco",2021-05-16,64,22.89,26.95,40.83,NA,NA
"San Francisco",2021-05-23,65,22.57,22.89,26.95,NA,NA
"San Francisco",2021-05-30,66,14.03,22.57,22.89,NA,NA
"San Francisco",2021-06-06,67,18.77,14.03,22.57,NA,NA
"San Francisco",2021-06-13,68,15.74,18.77,14.03,NA,NA
"San Francisco",2021-06-20,69,25.72,15.74,18.77,NA,NA
"San Francisco",2021-06-27,70,20.22,25.72,15.74,NA,NA
"San Francisco",2021-07-04,71,124.76,20.22,25.72,NA,NA
"San Francisco",2021-07-11,72,68.77,124.76,20.22,NA,NA
"San Francisco",2021-07-18,73,112.47,68.77,124.76,NA,NA
"San Francisco",2021-07-25,74,147.45,112.47,68.77,NA,NA
"San Francisco",2021-08-01,75,186.54,147.45,112.47,NA,NA
"San Francisco",2021-08-08,76,185.68,186.54,147.45,NA,NA
"San Francisco",2021-08-15,77,189.31,185.68,186.54,NA,NA
"San Francisco",2021-08-22,78,169.6,189.31,185.68,NA,NA
"San Francisco",2021-08-29,79,211.57,169.6,189.31,NA,NA
"San Francisco",2021-09-05,80,110.99,211.57,169.6,NA,NA
"San Francisco",2021-09-12,81,105.1,110.99,211.57,NA,NA
"San Francisco",2021-09-19,82,65.97,105.1,110.99,NA,NA
"San Francisco",2021-09-26,83,75.89,65.97,105.1,NA,NA
"San Francisco",2021-10-03,84,69.3,75.89,65.97,NA,NA
"San Francisco",2021-10-10,85,52.73,69.3,75.89,NA,NA
"San Francisco",2021-10-17,86,52.07,52.73,69.3,NA,NA
"San Francisco",2021-10-24,87,52.72,52.07,52.73,NA,NA
"San Francisco",2021-10-31,88,58.41,52.72,52.07,NA,NA
"San Francisco",2021-11-07,89,64.48,58.41,52.72,NA,NA
"San Francisco",2021-11-14,90,42.06,64.48,58.41,NA,NA
"San Francisco",2021-11-21,91,34.81,42.06,64.48,NA,NA
"San Francisco",2021-11-28,92,67.54,34.81,42.06,NA,NA
"San Francisco",2021-12-05,93,74.26,67.54,34.81,NA,NA
"San Francisco",2021-12-12,94,70.12,74.26,67.54,NA,NA
"San Francisco",2021-12-19,95,192.8,70.12,74.26,NA,NA
"San Francisco",2021-12-26,96,497.14,192.8,70.12,NA,NA
"San Francisco",2022-01-02,97,1032.08,497.14,192.8,NA,NA
"San Francisco",2022-01-09,98,1822.5,1032.08,497.14,NA,NA
"Seattle",2020-03-01,1,2.54,NA,NA,NA,NA
"Seattle",2020-03-08,2,11.76,2.54,NA,NA,NA
"Seattle",2020-03-15,3,22.79,11.76,2.54,9,NA
"Seattle",2020-03-22,4,45.15,22.79,11.76,6,9
"Seattle",2020-03-29,5,44.12,45.15,22.79,7,6
"Seattle",2020-04-05,6,50.25,44.12,45.15,11,7
"Seattle",2020-04-12,7,33.29,50.25,44.12,3,11
"Seattle",2020-04-19,8,28.9,33.29,50.25,2,3
"Seattle",2020-04-26,9,28.02,28.9,33.29,4,2
"Seattle",2020-05-03,10,29.07,28.02,28.9,3,4
"Seattle",2020-05-10,11,19.02,29.07,28.02,8,3
"Seattle",2020-05-17,12,13.95,19.02,29.07,6,8
"Seattle",2020-05-24,13,12.92,13.95,19.02,5,6
"Seattle",2020-05-31,14,15.38,12.92,13.95,9,5
"Seattle",2020-06-07,15,11.51,15.38,12.92,7,9
"Seattle",2020-06-14,16,17.71,11.51,15.38,6,7
"Seattle",2020-06-21,17,28.49,17.71,11.51,16,6
"Seattle",2020-06-28,18,38.07,28.49,17.71,36,16
"Seattle",2020-07-05,19,42.44,38.07,28.49,30,36
"Seattle",2020-07-12,20,55.86,42.44,38.07,22,30
"Seattle",2020-07-19,21,60.45,55.86,42.44,25,22
"Seattle",2020-07-26,22,56.96,60.45,55.86,22,25
"Seattle",2020-08-02,23,53.8,56.96,60.45,18,22
"Seattle",2020-08-09,24,48.54,53.8,56.96,20,18
"Seattle",2020-08-16,25,44.9,48.54,53.8,15,20
"Seattle",2020-08-23,26,36.76,44.9,48.54,10,15
"Seattle",2020-08-30,27,31.16,36.76,44.9,14,10
"Seattle",2020-09-06,28,27.64,31.16,36.76,21,14
"Seattle",2020-09-13,29,28.19,27.64,31.16,21,21
"Seattle",2020-09-20,30,34.7,28.19,27.64,20,21
"Seattle",2020-09-27,31,40.45,34.7,28.19,19,20
"Seattle",2020-10-04,32,43.85,40.45,34.7,40,19
"Seattle",2020-10-11,33,56.38,43.85,40.45,44,40
"Seattle",2020-10-18,34,61.03,56.38,43.85,37,44
"Seattle",2020-10-25,35,72.54,61.03,56.38,51,37
"Seattle",2020-11-01,36,118.27,72.54,61.03,47,51
"Seattle",2020-11-08,37,154.05,118.27,72.54,68,47
"Seattle",2020-11-15,38,177.95,154.05,118.27,100,68
"Seattle",2020-11-22,39,211.49,177.95,154.05,86,100
"Seattle",2020-11-29,40,197.39,211.49,177.95,61,86
"Seattle",2020-12-06,41,278.98,197.39,211.49,71,61
"Seattle",2020-12-13,42,206.44,278.98,197.39,65,71
"Seattle",2020-12-20,43,146.01,206.44,278.98,66,65
"Seattle",2020-12-27,44,128.72,146.01,206.44,58,66
"Seattle",2021-01-03,45,256.92,128.72,146.01,55,58
"Seattle",2021-01-10,46,165.91,256.92,128.72,46,55
"Seattle",2021-01-17,47,140.96,165.91,256.92,39,46
"Seattle",2021-01-24,48,121.21,140.96,165.91,30,39
"Seattle",2021-01-31,49,83.6,121.21,140.96,38,30
"Seattle",2021-02-07,50,82.28,83.6,121.21,32,38
"Seattle",2021-02-14,51,68.04,82.28,83.6,27,32
"Seattle",2021-02-21,52,63.51,68.04,82.28,32,27
"Seattle",2021-02-28,53,53.23,63.51,68.04,32,32
"Seattle",2021-03-07,54,59.39,53.23,63.51,32,32
"Seattle",2021-03-14,55,67.83,59.39,53.23,NA,32
"Seattle",2021-03-21,56,90.19,67.83,59.39,NA,NA
"Seattle",2021-03-28,57,92.93,90.19,67.83,NA,NA
"Seattle",2021-04-04,58,107.18,92.93,90.19,NA,NA
"Seattle",2021-04-11,59,126.53,107.18,92.93,NA,NA
"Seattle",2021-04-18,60,135.7,126.53,107.18,NA,NA
"Seattle",2021-04-25,61,134.29,135.7,126.53,NA,NA
"Seattle",2021-05-02,62,130.95,134.29,135.7,NA,NA
"Seattle",2021-05-09,63,119.67,130.95,134.29,NA,NA
"Seattle",2021-05-16,64,51.81,119.67,130.95,NA,NA
"Seattle",2021-05-23,65,94.04,51.81,119.67,NA,NA
"Seattle",2021-05-30,66,42.82,94.04,51.81,NA,NA
"Seattle",2021-06-06,67,39.98,42.82,94.04,NA,NA
"Seattle",2021-06-13,68,27.39,39.98,42.82,NA,NA
"Seattle",2021-06-20,69,35,27.39,39.98,NA,NA
"Seattle",2021-06-27,70,20.94,35,27.39,NA,NA
"Seattle",2021-07-04,71,27.22,20.94,35,NA,NA
"Seattle",2021-07-11,72,52.79,27.22,20.94,NA,NA
"Seattle",2021-07-18,73,75.18,52.79,27.22,NA,NA
"Seattle",2021-07-25,74,71.74,75.18,52.79,NA,NA
"Seattle",2021-08-01,75,182.17,71.74,75.18,NA,NA
"Seattle",2021-08-08,76,217.45,182.17,71.74,NA,NA
"Seattle",2021-08-15,77,225.23,217.45,182.17,NA,NA
"Seattle",2021-08-22,78,241.94,225.23,217.45,NA,NA
"Seattle",2021-08-29,79,230.34,241.94,225.23,NA,NA
"Seattle",2021-09-05,80,220.75,230.34,241.94,NA,NA
"Seattle",2021-09-12,81,212.19,220.75,230.34,NA,NA
"Seattle",2021-09-19,82,191.51,212.19,220.75,NA,NA
"Seattle",2021-09-26,83,197.12,191.51,212.19,NA,NA
"Seattle",2021-10-03,84,169.18,197.12,191.51,NA,NA
"Seattle",2021-10-10,85,178.93,169.18,197.12,NA,NA
"Seattle",2021-10-17,86,167.04,178.93,169.18,NA,NA
"Seattle",2021-10-24,87,162.54,167.04,178.93,NA,NA
"Seattle",2021-10-31,88,130.81,162.54,167.04,NA,NA
"Seattle",2021-11-07,89,141.58,130.81,162.54,NA,NA
"Seattle",2021-11-14,90,134.13,141.58,130.81,NA,NA
"Seattle",2021-11-21,91,66.66,134.13,141.58,NA,NA
"Seattle",2021-11-28,92,151.26,66.66,134.13,NA,NA
"Seattle",2021-12-05,93,112.37,151.26,66.66,NA,NA
"Seattle",2021-12-12,94,137.67,112.37,151.26,NA,NA
"Seattle",2021-12-19,95,255.68,137.67,112.37,NA,NA
"Seattle",2021-12-26,96,628,255.68,137.67,NA,NA
"Seattle",2022-01-02,97,1338.39,628,255.68,NA,NA
"Seattle",2022-01-09,98,1665.37,1338.39,628,NA,NA
"Tampa",2020-03-01,1,0.14,NA,NA,NA,NA
"Tampa",2020-03-08,2,0.2,0.14,NA,NA,NA
"Tampa",2020-03-15,3,2.6,0.2,0.14,9,NA
"Tampa",2020-03-22,4,8.64,2.6,0.2,2,9
"Tampa",2020-03-29,5,18.91,8.64,2.6,2,2
"Tampa",2020-04-05,6,12.33,18.91,8.64,4,2
"Tampa",2020-04-12,7,14.05,12.33,18.91,5,4
"Tampa",2020-04-19,8,7.14,14.05,12.33,6,5
"Tampa",2020-04-26,9,10.14,7.14,14.05,6,6
"Tampa",2020-05-03,10,8.61,10.14,7.14,8,6
